"doc_id","sentences","env","soc","gov","action","specificity","cti","CVR","Year","Revenue","Industry","Class","Corporate_structure","Region","Employees","env_soc_ratio"
"doc_1",6,0.5,0.166666666666667,0.666666666666667,0,0,NA,27528449,2020,"691671000","Construction","Large (C+)","Limited Liability Companies","Region Hovedstaden",33,1.28571428571429
"doc_10",12,0.0833333333333333,0.333333333333333,0.75,0,0,NA,37052086,2022,"1096795000","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Hovedstaden",178,0.8125
"doc_100",32,0.25,0.625,0.21875,0.875,0.125,0.857142857142857,25529529,2023,"1868000000","Services","Large (C+)","Associations","Region Hovedstaden",638,0.769230769230769
"doc_1000",19,0.368421052631579,0.526315789473684,0.368421052631579,0.714285714285714,0.285714285714286,0.6,34599165,2021,"NULL","Finance and Insurance","Small (A-B)","Limited Liability Companies","Region Hovedstaden",0,0.896551724137931
"doc_10000",9,0.444444444444444,0.444444444444444,0.222222222222222,0.25,0,1,38149520,2019,"410228756","Finance and Insurance","Medium (C)","Limited Liability Companies","Region Midtjylland",93,1
"doc_10001",8,0.375,0.625,1,0,0,NA,66351912,2019,"421709000","Trade","Large (C+)","Limited Liability Companies","Region Hovedstaden",136,0.846153846153846
"doc_10002",2,0,0.5,1,NA,NA,NA,20226994,2020,"NULL","Real Estate","Medium (C)","Limited Liability Companies","Region Midtjylland",99,0.666666666666667
"doc_10003",25,0.28,0.48,0.32,0.714285714285714,0.142857142857143,0.8,38380001,2020,"544541000","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Sjælland",262,0.864864864864865
"doc_10004",26,0.653846153846154,0.269230769230769,0.192307692307692,0.294117647058824,0.117647058823529,1,35636706,2020,"NULL","Finance and Insurance","Small (A-B)","Partnerships","Region Hovedstaden",0,1.3030303030303
"doc_10005",1,0,1,1,NA,NA,NA,37215228,2019,"499419000","Construction","Large (C+)","Limited Liability Companies","Region Syddanmark",297,0.5
"doc_10006",24,0.333333333333333,0.333333333333333,0.166666666666667,0.5,0.125,0.75,12560796,2018,"134,237,105,427,507","Knowledge Services","Large (C+)","Limited Liability Companies","Region Syddanmark",604,1
"doc_10007",11,0.454545454545455,0.272727272727273,0.363636363636364,0.6,0.2,0.666666666666667,66022218,2020,"358216000","Trade","Medium (C)","Limited Liability Companies","Region Midtjylland",92,1.14285714285714
"doc_10008",22,0.363636363636364,0.636363636363636,0.454545454545455,0.125,0.125,0,34729026,2019,"NULL","Finance and Insurance","Unknown","Partnerships","Region Hovedstaden",NA,0.833333333333333
"doc_10009",2,0,0.5,0,NA,NA,NA,25501918,2020,"880325000","Construction","Large (C+)","Limited Liability Companies","Region Hovedstaden",590,0.666666666666667
"doc_1001",18,0.111111111111111,0.388888888888889,0.5,0.5,0,1,42401102,2023,"2007703","Knowledge Services","Large (C+)","Limited Liability Companies","Region Hovedstaden",1084,0.8
"doc_10010",8,0.25,1,0.25,0,0.5,NA,14049673,2020,"2379130000","Transport","Large (C+)","Limited Liability Companies","Region Hovedstaden",297,0.625
"doc_10011",12,0.666666666666667,0.416666666666667,0.333333333333333,0.125,0,1,36687606,2020,"1394717000","Utilities","Small (A-B)","Partnerships","Region Syddanmark",0,1.17647058823529
"doc_10012",6,0,0.666666666666667,0.166666666666667,NA,NA,NA,74663028,2020,"NULL","Public and Social Services","Small (A-B)","Foundations","Region Nordjylland",51,0.6
"doc_10013",26,0.538461538461538,0.5,0.307692307692308,0.357142857142857,0.142857142857143,0.8,32788718,2019,"1894736000","Knowledge Services","Unknown","Limited Liability Companies","Region Hovedstaden",NA,1.02564102564103
"doc_10014",2,0.5,1,1,0,0,NA,33154224,2020,"531544161","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Nordjylland",214,0.75
"doc_10016",4,0.5,0.75,0.75,0.5,0,1,41118814,2019,"746200000","Trade","Large (C+)","Limited Liability Companies","Region Midtjylland",249,0.857142857142857
"doc_10017",42,0.214285714285714,0.30952380952381,0.357142857142857,0.555555555555556,0.111111111111111,0.8,14749292,2020,"754713441","Trade","Large (C+)","Limited Liability Companies","Region Hovedstaden",154,0.927272727272727
"doc_10018",26,0.192307692307692,0.538461538461538,0.307692307692308,0,0,NA,51584511,2020,"877523000","Manufacturing","Large (C+)","Limited Liability Companies","Region Syddanmark",258,0.775
"doc_10019",13,0.692307692307692,0.538461538461538,0.461538461538462,0.333333333333333,0.111111111111111,1,26659868,2020,"1493255000","Finance and Insurance","Unknown","Limited Liability Companies","Region Hovedstaden",838,1.1
"doc_1002",20,0.6,0.4,0.35,0.5,0.166666666666667,0.666666666666667,13612870,2021,"6185009000","Trade","Large (C+)","Limited Liability Companies","Region Hovedstaden",456,1.14285714285714
"doc_10020",16,0.4375,0.4375,0.5625,0,0,NA,34713448,2020,"67200000","Real Estate","Large (C+)","Partnerships","Region Hovedstaden",NA,1
"doc_10021",30,0.266666666666667,0.4,0.4,0.375,0,1,16545996,2020,"NULL","Trade","Medium (C)","Limited Liability Companies","Region Midtjylland",45,0.904761904761905
"doc_10022",2,0,1,0.5,NA,NA,NA,39495937,2019,"NULL","Knowledge Services","Small (A-B)","Partnerships","Region Nordjylland",43,0.5
"doc_10023",20,0.1,0.55,0.4,0,0,NA,32308813,2018,"468551000","Information and Communication","Large (C+)","Limited Liability Companies","Region Hovedstaden",NA,0.709677419354839
"doc_10024",24,0.291666666666667,0.583333333333333,0.0833333333333333,0,0,NA,32774210,2019,"664100000","Knowledge Services","Unknown","Limited Liability Companies","Region Hovedstaden",246,0.815789473684211
"doc_10025",4,0.5,0.75,0.75,0,0,NA,19420604,2020,"1250427731","Trade","Large (C+)","Limited Liability Companies","Region Nordjylland",428,0.857142857142857
"doc_10026",5,0,0.2,0.6,NA,NA,NA,16994006,2018,"797736223","Trade","Large (C+)","Limited Liability Companies","Region Nordjylland",73,0.833333333333333
"doc_10028",4,0,0.5,0.75,NA,NA,NA,11498639,2019,"1012735000","Trade","Large (C+)","Limited Liability Companies","Region Sjælland",265,0.666666666666667
"doc_10029",24,0.291666666666667,0.458333333333333,0.458333333333333,0.571428571428571,0,1,39973774,2020,"1269188000","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Hovedstaden",562,0.885714285714286
"doc_1003",25,0.08,0,0,0,0,NA,31762863,2023,"507000","Knowledge Services","Medium (C)","Limited Liability Companies","Region Hovedstaden",55,1.08
"doc_10030",4,0.25,0.75,0.75,1,0,1,75272014,2020,"12,978,256,528,246","Knowledge Services","Large (C+)","Limited Liability Companies","Region Hovedstaden",4,0.714285714285714
"doc_10031",27,0.481481481481481,0.111111111111111,0.185185185185185,0.769230769230769,0.307692307692308,0.6,30276582,2020,"665,635,896,972,289","Information and Communication","Unknown","Limited Liability Companies","Region Hovedstaden",738,1.33333333333333
"doc_10032",20,0.1,0.35,0.8,0,0,NA,76950016,2018,"71615898000","Knowledge Services","Large (C+)","Limited Liability Companies","Region Syddanmark",1761,0.814814814814815
"doc_10033",3,0.333333333333333,0.666666666666667,0.666666666666667,0,0,NA,21662534,2023,"695462000","Manufacturing","Large (C+)","Limited Liability Companies","Region Midtjylland",172,0.8
"doc_10034",35,0.114285714285714,0.571428571428571,0.4,0.25,0,1,40730044,2023,"1911010000","Services","Large (C+)","Limited Liability Companies","Region Hovedstaden",4469,0.709090909090909
"doc_10035",41,0.219512195121951,0.634146341463415,0.146341463414634,0.111111111111111,0,1,33493177,2023,"562716000","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Hovedstaden",177,0.746268656716418
"doc_10036",22,0.136363636363636,0.727272727272727,0.272727272727273,0.333333333333333,0,1,38647539,2018,"1982796000","Finance and Insurance","Unknown","Limited Liability Companies","Region Midtjylland",NA,0.657894736842105
"doc_10037",33,0.151515151515152,0.484848484848485,0.151515151515152,0.6,0.2,1,29212716,2022,"464295000","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Nordjylland",283,0.775510204081633
"doc_10038",3,0.333333333333333,0.666666666666667,0.666666666666667,0,0,NA,31371716,2018,"1764969000","Trade","Large (C+)","Limited Liability Companies","Region Syddanmark",406,0.8
"doc_10039",40,0.575,0.175,0.275,0.391304347826087,0.304347826086957,0.666666666666667,27001092,2021,"961691000","Information and Communication","Large (C+)","Limited Liability Companies","Region Midtjylland",682,1.34042553191489
"doc_1004",32,0.375,0.46875,0.09375,0.5,0,1,29829233,2023,"2040665488","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Hovedstaden",374,0.936170212765957
"doc_10040",25,0.64,0.48,0.2,0.125,0,1,25481968,2021,"2909931000","Knowledge Services","Large (C+)","Limited Liability Companies","Region Midtjylland",NA,1.10810810810811
"doc_10042",13,0.230769230769231,0.307692307692308,0.461538461538462,0.666666666666667,0,1,10503248,2023,"1999914000","Transport","Large (C+)","Limited Liability Companies","Region Hovedstaden",452,0.941176470588235
"doc_10043",29,0.310344827586207,0.379310344827586,0.413793103448276,0.666666666666667,0.111111111111111,1,20678232,2023,"10695728000","Trade","Large (C+)","Limited Liability Companies","Region Hovedstaden",695,0.95
"doc_10044",1,0,1,1,NA,NA,NA,30611519,2022,"3334462000","Finance and Insurance","Medium (C)","Limited Liability Companies","Region Midtjylland",999,0.5
"doc_10045",23,0.260869565217391,0.608695652173913,0.434782608695652,0.666666666666667,0,1,38322281,2023,"2743106000","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Midtjylland",381,0.783783783783784
"doc_10046",3,0,0.333333333333333,0,NA,NA,NA,21032697,2023,"NULL","Public and Social Services","Small (A-B)","Foundations","Region Midtjylland",0,0.75
"doc_10047",7,1,0.428571428571429,0.285714285714286,0.571428571428571,0,1,14120211,2023,"645975000","Manufacturing","Large (C+)","Limited Liability Companies","Region Hovedstaden",305,1.4
"doc_10048",22,0.0909090909090909,0.772727272727273,0.0454545454545455,0.5,0,1,14450807,2021,"400040000","Trade","Large (C+)","Limited Liability Companies","Region Hovedstaden",79,0.615384615384615
"doc_10049",4,0.25,0.75,0.75,0,0,NA,62572019,2021,"233444000","Services","Large (C+)","Foundations","Region Hovedstaden",345,0.714285714285714
"doc_10050",27,0.62962962962963,0.333333333333333,0.259259259259259,0.470588235294118,0.0588235294117647,0.875,40695869,2021,"1605291000","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Hovedstaden",181,1.22222222222222
"doc_10051",36,0.333333333333333,0.388888888888889,0.222222222222222,0.166666666666667,0.0833333333333333,1,25380088,2023,"3338377000","Trade","Large (C+)","Limited Liability Companies","Region Hovedstaden",729,0.96
"doc_10053",9,0.444444444444444,0.555555555555556,0.222222222222222,0.75,0,1,31366038,2022,"NULL","Information and Communication","Medium (C)","Limited Liability Companies","Region Hovedstaden",77,0.928571428571428
"doc_10054",4,0.5,1,0.5,0.5,0,1,39155605,2022,"462735000","Finance and Insurance","Medium (C)","Limited Liability Companies","Region Syddanmark",381,0.75
"doc_10055",31,0.258064516129032,0.548387096774194,0.387096774193548,0.25,0,1,32787347,2023,"8072117000","Trade","Large (C+)","Limited Liability Companies","Region Sjælland",237,0.8125
"doc_10056",7,0.428571428571429,0.571428571428571,0.857142857142857,0,0,NA,39379155,2023,"NULL","Finance and Insurance","Large (C+)","Partnerships","Region Hovedstaden",0,0.909090909090909
"doc_10057",30,0.166666666666667,0.433333333333333,0.333333333333333,0.2,0,1,11142141,2021,"3174060000","Trade","Large (C+)","Limited Liability Companies","Region Nordjylland",173,0.813953488372093
"doc_10058",4,0,0.25,0.5,NA,NA,NA,89797217,2023,"1738556000","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Midtjylland",1047,0.8
"doc_10059",39,0,0.435897435897436,0.333333333333333,NA,NA,NA,10106982,2023,"668890000","Trade","Large (C+)","Limited Liability Companies","Region Hovedstaden",58,0.696428571428571
"doc_1006",3,0,1,1,NA,NA,NA,12485409,2020,"784924000","Trade","Large (C+)","Limited Liability Companies","Region Midtjylland",175,0.5
"doc_10060",32,0.03125,0.59375,0.28125,0,0,NA,86479915,2023,"786760000","Trade","Large (C+)","Limited Liability Companies","Region Hovedstaden",182,0.647058823529412
"doc_10061",2,0,0.5,1,NA,NA,NA,43922319,2022,"NULL","Finance and Insurance","Medium (C)","Limited Liability Companies","Region Midtjylland",79,0.666666666666667
"doc_10063",4,0.5,0.25,0.5,0.5,0,1,39604418,2021,"2992742000","Transport","Large (C+)","Limited Liability Companies","Region Hovedstaden",276,1.2
"doc_10064",17,0.411764705882353,0.823529411764706,0.764705882352941,0,0,NA,38475142,2023,"418,365,040,941,402","Finance and Insurance","Large (C+)","Partnerships","Region Hovedstaden",NA,0.774193548387097
"doc_10065",28,0.75,0.214285714285714,0.178571428571429,0.19047619047619,0.238095238095238,0.75,42344613,2022,"17342000","Knowledge Services","Large (C+)","Foundations","Region Midtjylland",NA,1.44117647058824
"doc_10066",40,0.125,0.525,0.525,0,0,NA,10775833,2022,"906940118","Knowledge Services","Large (C+)","Limited Liability Companies","Region Syddanmark",610,0.737704918032787
"doc_10067",10,0.1,0.4,0.5,0,0,NA,13394741,2022,"344425349","Trade","Medium (C)","Limited Liability Companies","Region Midtjylland",41,0.785714285714286
"doc_10068",3,0.666666666666667,0.333333333333333,0.666666666666667,0,0,NA,17940384,2022,"NULL","Trade","Medium (C)","Limited Liability Companies","Region Hovedstaden",66,1.25
"doc_1007",30,0.466666666666667,0.166666666666667,0.1,0.571428571428571,0.214285714285714,0.75,38406191,2021,"415099677","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Midtjylland",410,1.25714285714286
"doc_10070",1,1,1,0,0,0,NA,38251279,2021,"NULL","Trade","Medium (C)","Limited Liability Companies","Region Syddanmark",13,1
"doc_10071",3,0.333333333333333,0.333333333333333,0,0,0,NA,32893848,2022,"371643939","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Hovedstaden",153,1
"doc_10072",2,0.5,1,1,0,0,NA,10152879,2022,"1538908367","Trade","Large (C+)","Limited Liability Companies","Region Sjælland",369,0.75
"doc_10073",40,0.3,0.6,0.25,0.25,0.0833333333333333,0.666666666666667,52994918,2021,"NULL","Manufacturing","Medium (C)","Limited Liability Companies","Region Midtjylland",153,0.8125
"doc_10075",11,0,0.636363636363636,0.363636363636364,NA,NA,NA,33884788,2022,"912699241","Utilities","Large (C+)","Limited Liability Companies","Region Hovedstaden",134,0.611111111111111
"doc_10076",29,0.344827586206897,0.620689655172414,0.241379310344828,0,0,NA,16607398,2022,"2997393000","Trade","Very Large (D)","Limited Liability Companies","NULL",815,0.829787234042553
"doc_10077",20,0.1,0.8,0.55,0.5,0,1,69395015,2022,"441961000","Manufacturing","Large (C+)","Limited Liability Companies","Region Nordjylland",427,0.611111111111111
"doc_10078",8,0.625,0.625,0.625,0.2,0,1,20683880,2022,"400173336","Knowledge Services","Large (C+)","Limited Liability Companies","Region Hovedstaden",406,1
"doc_10079",7,0.142857142857143,0.714285714285714,0.571428571428571,1,0,1,20817070,2022,"NULL","Finance and Insurance","Medium (C)","Limited Liability Companies","Region Hovedstaden",10,0.666666666666667
"doc_1008",10,0.1,0.3,0.5,0,0,NA,40378685,2022,"376561358","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Midtjylland",69,0.846153846153846
"doc_10080",20,0.4,0.5,0.45,0,0,NA,14415130,2022,"3064243000","Trade","Medium (C)","Limited Liability Companies","Region Syddanmark",378,0.933333333333333
"doc_10081",9,0.222222222222222,0.111111111111111,0.555555555555556,0.5,0,1,30823702,2022,"NULL","Real Estate","Very Large (D)","Partnerships","Region Hovedstaden",136,1.1
"doc_10082",19,0.578947368421053,0.315789473684211,0.157894736842105,0.545454545454545,0,1,28480946,2022,"561473197","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Sjælland",146,1.2
"doc_10083",7,0,0.285714285714286,0.285714285714286,NA,NA,NA,25112539,2022,"NULL","Knowledge Services","Medium (C)","Limited Liability Companies","Region Hovedstaden",53,0.777777777777778
"doc_10084",4,0.25,0.25,0.5,0,0,NA,76180113,2023,"1201528950","Trade","Large (C+)","Limited Liability Companies","Region Syddanmark",305,1
"doc_10085",26,0.5,0.423076923076923,0.269230769230769,0.307692307692308,0,1,37385603,2022,"913783000","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Midtjylland",507,1.05405405405405
"doc_10086",19,0.789473684210526,0.473684210526316,0.315789473684211,0.4,0.0666666666666667,1,38608924,2022,"477081000","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Hovedstaden",407,1.21428571428571
"doc_10088",27,0.333333333333333,0.407407407407407,0.407407407407407,0.111111111111111,0,1,26119839,2022,"327986000","Trade","Large (C+)","Limited Liability Companies","Region Hovedstaden",145,0.947368421052632
"doc_1009",20,0.15,0.4,0.45,0.333333333333333,0,1,40116249,2020,"224764000","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Midtjylland",518,0.821428571428571
"doc_10090",36,0.305555555555556,0.472222222222222,0.166666666666667,0.454545454545455,0,1,45803910,2020,"445106000","Trade","Large (C+)","Limited Liability Companies","Region Midtjylland",181,0.886792452830189
"doc_10091",29,0.344827586206897,0.448275862068966,0.275862068965517,0.5,0,1,39165325,2023,"372629523","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Midtjylland",241,0.928571428571429
"doc_10092",21,0.714285714285714,0.428571428571429,0.285714285714286,0.333333333333333,0.2,0.4,30514041,2022,"199381000","Knowledge Services","Medium (C)","Limited Liability Companies","Region Hovedstaden",180,1.2
"doc_10093",1,1,1,1,0,0,NA,43375997,2023,"NULL","Finance and Insurance","Small (A-B)","Partnerships","Region Hovedstaden",NA,1
"doc_10094",8,0.625,0.375,0.5,0.8,0.2,0.75,33870434,2022,"721,519,494,198,815","Extractive Industries","Large (C+)","Limited Liability Companies","Region Hovedstaden",0,1.18181818181818
"doc_10095",33,0.606060606060606,0.121212121212121,0.0606060606060606,0.6,0.35,0.833333333333333,43241877,2022,"664827000","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Midtjylland",422,1.43243243243243
"doc_10096",21,0.238095238095238,0.333333333333333,0.238095238095238,0.2,0,1,30568176,2020,"405091879","Services","Large (C+)","Limited Liability Companies","Region Midtjylland",675,0.928571428571429
"doc_10097",20,0.4,0.2,0.1,0.375,0,1,61729615,2020,"2277008186","Trade","Large (C+)","Associations","Region Midtjylland",217,1.16666666666667
"doc_10098",35,0.342857142857143,0.4,0,0.833333333333333,0,1,32767788,2020,"1252194062","Knowledge Services","Large (C+)","Partnerships","Region Hovedstaden",795,0.959183673469388
"doc_10099",4,0.25,0.75,0.5,0,0,NA,16888117,2018,"99100000","Finance and Insurance","Unknown","Foundations","Region Hovedstaden",NA,0.714285714285714
"doc_101",14,0.142857142857143,0.785714285714286,0.857142857142857,0,0,NA,29184771,2018,"766667000","Transport","Large (C+)","Limited Liability Companies","Region Hovedstaden",11,0.64
"doc_1010",8,0.5,0.75,0.625,0.25,0,1,26059763,2018,"957745000","Transport","Very Large (D)","Government/Public Enterprises","Region Hovedstaden",631,0.857142857142857
"doc_10100",24,0.25,0.375,0.25,0,0,NA,29119511,2020,"127471000","Manufacturing","Large (C+)","Limited Liability Companies","Region Midtjylland",105,0.909090909090909
"doc_10101",1,1,1,1,0,0,NA,38283715,2022,"151,417,245,501,135","Transport","Large (C+)","Limited Liability Companies","Region Hovedstaden",143,1
"doc_10102",3,0,0,0,NA,NA,NA,15524545,2023,"2931743000","Services","Large (C+)","Limited Liability Companies","Region Hovedstaden",302,1
"doc_10103",2,0,1,0.5,NA,NA,NA,42430277,2022,"NULL","Finance and Insurance","Medium (C)","Limited Liability Companies","Region Nordjylland",29,0.5
"doc_10104",6,0.5,0.5,0.833333333333333,0.333333333333333,0,1,24994589,2021,"943780000","Manufacturing","Large (C+)","Limited Liability Companies","Region Hovedstaden",128,1
"doc_10105",34,0.0294117647058824,0.382352941176471,0.411764705882353,1,0,1,30526872,2021,"1025710000","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Syddanmark",317,0.74468085106383
"doc_10106",4,0,0.75,0.25,NA,NA,NA,57693517,2020,"621948000","Manufacturing","Large (C+)","Limited Liability Companies","Region Midtjylland",229,0.571428571428571
"doc_10107",22,0.136363636363636,0.363636363636364,0.272727272727273,0.333333333333333,0,1,36925930,2020,"328858000","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Midtjylland",33,0.833333333333333
"doc_10108",3,0,0.333333333333333,0.666666666666667,NA,NA,NA,37141410,2020,"NULL","Finance and Insurance","Small (A-B)","Limited Liability Companies","Region Hovedstaden",0,0.75
"doc_10109",22,0.136363636363636,0.363636363636364,0.272727272727273,0.333333333333333,0,1,35872655,2020,"237005000","Real Estate","Large (C+)","Limited Liability Companies","Region Midtjylland",33,0.833333333333333
"doc_1011",1,1,1,1,0,0,NA,39472783,2019,"223877000","Finance and Insurance","Unknown","Limited Liability Companies","Region Hovedstaden",NA,1
"doc_10110",28,0.464285714285714,0.285714285714286,0.214285714285714,0.461538461538462,0.153846153846154,0.666666666666667,40997997,2019,"748670000","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Sjælland",258,1.13888888888889
"doc_10111",4,0,0.5,0.25,NA,NA,NA,41680628,2019,"416903238","Construction","Small (A-B)","Limited Liability Companies","Region Hovedstaden",48,0.666666666666667
"doc_10112",25,0.48,0.2,0.16,0.166666666666667,0.25,0.5,27549403,2020,"4232000000","Services","Unknown","Limited Liability Companies","Region Sjælland",902,1.23333333333333
"doc_10113",23,0.521739130434783,0.478260869565217,0.347826086956522,0.166666666666667,0,1,27001092,2018,"555586000","Information and Communication","Large (C+)","Limited Liability Companies","Region Midtjylland",412,1.02941176470588
"doc_10114",6,0.333333333333333,0.166666666666667,0.166666666666667,0,0,NA,70698714,2022,"2733749000","Manufacturing","Large (C+)","Limited Liability Companies","Region Hovedstaden",665,1.14285714285714
"doc_10115",34,0.0882352941176471,0.558823529411765,0.117647058823529,0.666666666666667,0,1,19555305,2022,"3003311000","Trade","Large (C+)","Limited Liability Companies","Region Midtjylland",1134,0.69811320754717
"doc_10116",2,0.5,0.5,1,0,0,NA,40071423,2022,"123,164,783,063,434","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Hovedstaden",227,1
"doc_10118",42,0.738095238095238,0.214285714285714,0.0238095238095238,0.580645161290323,0.387096774193548,0.388888888888889,70642212,2021,"529237000","Manufacturing","Large (C+)","Limited Liability Companies","Region Sjælland",294,1.43137254901961
"doc_10119",20,0.5,0.5,0.2,0.7,0.1,0.857142857142857,10400686,2018,"974343023","Transport","Large (C+)","Limited Liability Companies","Region Syddanmark",543,1
"doc_1012",31,0.354838709677419,0.516129032258065,0.161290322580645,0.181818181818182,0,1,11369677,2023,"3851418000","Trade","Large (C+)","Limited Liability Companies","Region Nordjylland",269,0.893617021276596
"doc_10120",4,0,0.25,0.75,NA,NA,NA,62384514,2018,"692026000","Transport","Large (C+)","Limited Liability Companies","Region Midtjylland",NA,0.8
"doc_10121",5,0.4,0.6,0.6,0,0,NA,30714830,2018,"800110169","Knowledge Services","Large (C+)","Limited Liability Companies","Region Midtjylland",569,0.875
"doc_10122",3,0,1,0.333333333333333,NA,NA,NA,27436463,2020,"478904579","Trade","Medium (C)","Limited Liability Companies","Region Hovedstaden",103,0.5
"doc_10123",11,0.272727272727273,0.545454545454545,0.454545454545455,0,0,NA,14406042,2018,"3777224000","Services","Large (C+)","Limited Liability Companies","Region Hovedstaden",7185,0.823529411764706
"doc_10124",3,0.666666666666667,0.666666666666667,1,0,0,NA,15646101,2020,"440653000","Manufacturing","Large (C+)","Limited Liability Companies","Region Nordjylland",250,1
"doc_10125",36,0.5,0.333333333333333,0.333333333333333,0.444444444444444,0.388888888888889,0.25,31065399,2020,"212053000","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Midtjylland",199,1.125
"doc_10126",2,0,0.5,1,NA,NA,NA,10089751,2019,"551191000","Trade","Large (C+)","Limited Liability Companies","Region Hovedstaden",170,0.666666666666667
"doc_10127",21,0.285714285714286,0.523809523809524,0.380952380952381,0.833333333333333,0,1,37394548,2019,"1045203000","Services","Large (C+)","Partnerships","Region Nordjylland",1126,0.84375
"doc_10128",8,0.625,0.125,0.375,0.6,0,1,10665841,2019,"857622000","Trade","Large (C+)","Limited Liability Companies","Region Sjælland",196,1.44444444444444
"doc_10129",35,0.342857142857143,0.257142857142857,0.342857142857143,0.5,0.166666666666667,0.666666666666667,26638844,2018,"1131407000","Construction","Unknown","Limited Liability Companies","Region Sjælland",NA,1.06818181818182
"doc_1013",9,0.222222222222222,0.777777777777778,0.333333333333333,0,0,NA,25041690,2023,"NULL","Finance and Insurance","Medium (C)","Limited Liability Companies","Region Nordjylland",82,0.6875
"doc_10130",29,0,0.448275862068966,0.310344827586207,NA,NA,NA,34485607,2018,"1094291000","Finance and Insurance","Unknown","Limited Liability Companies","Region Hovedstaden",NA,0.69047619047619
"doc_10131",3,0.333333333333333,0.666666666666667,0.666666666666667,0,0,NA,42462594,2022,"NULL","Knowledge Services","Medium (C)","Limited Liability Companies","Region Midtjylland",88,0.8
"doc_10132",28,0.285714285714286,0.357142857142857,0.214285714285714,0.625,0.25,0.6,10269091,2022,"1525966000","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Syddanmark",906,0.947368421052631
"doc_10133",25,0.88,0.04,0.12,0.636363636363636,0.227272727272727,0.928571428571429,37273783,2022,"727274000","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Syddanmark",198,1.80769230769231
"doc_10134",37,0.540540540540541,0.540540540540541,0.378378378378378,0.4,0.05,0.875,26060702,2020,"2727431000","Manufacturing","Large (C+)","Limited Liability Companies","Region Hovedstaden",813,1
"doc_10135",4,0.75,0.5,0.5,0,0,NA,19328732,2019,"980,058,102,262,557","Transport","Large (C+)","Limited Liability Companies","Region Hovedstaden",220,1.16666666666667
"doc_10136",6,0.333333333333333,0.833333333333333,0.5,0,0,NA,14345140,2019,"360499810","Construction","Large (C+)","Limited Liability Companies","Region Midtjylland",144,0.727272727272727
"doc_10137",5,0.2,0.6,0.8,0,0,NA,29808767,2018,"NULL","Services","Unknown","Partnerships","Region Hovedstaden",NA,0.75
"doc_10138",32,0.4375,0.5,0.40625,0.357142857142857,0,1,26060702,2019,"2039469000","Manufacturing","Large (C+)","Limited Liability Companies","Region Hovedstaden",746,0.958333333333333
"doc_10139",3,0,1,0.666666666666667,NA,NA,NA,35521720,2020,"NULL","Utilities","Medium (C)","Limited Liability Companies","Region Nordjylland",NA,0.5
"doc_1014",5,0,0.8,0.6,NA,NA,NA,36469528,2020,"NULL","Knowledge Services","Medium (C)","Limited Liability Companies","Region Syddanmark",13,0.555555555555556
"doc_10140",28,0.142857142857143,0.392857142857143,0.214285714285714,0.5,0,1,52195128,2020,"326934399","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Hovedstaden",103,0.82051282051282
"doc_10141",9,0.666666666666667,0.555555555555556,0.666666666666667,0.666666666666667,0,1,59388517,2018,"2243000000","Knowledge Services","Large (C+)","Limited Liability Companies","Region Hovedstaden",1482,1.07142857142857
"doc_10142",24,0.291666666666667,0.375,0.708333333333333,0.428571428571429,0,1,39445468,2020,"1509692000","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Hovedstaden",150,0.939393939393939
"doc_10143",26,0.0384615384615385,0.307692307692308,0.269230769230769,0,0,NA,21478008,2018,"1022838000","Finance and Insurance","Unknown","Limited Liability Companies","Region Syddanmark",NA,0.794117647058824
"doc_10144",11,0.636363636363636,0.454545454545455,0.272727272727273,0.285714285714286,0,1,33260040,2020,"328626000","Transport","Large (C+)","Limited Liability Companies","Region Hovedstaden",220,1.125
"doc_10145",26,0.346153846153846,0.538461538461538,0.115384615384615,0.222222222222222,0,1,36561319,2019,"625481000","Utilities","Large (C+)","Associations","Region Midtjylland",73,0.875
